twitterProfileId,username,displayName,avatarUrl,followersCount,kolScore,smartFollowersCount,followedAt,tags
1430996173222031376,AvgJoesCrypto,Average Joe’s Crypto,https://pbs.twimg.com/profile_images/1892604663305785344/nO9ZVx-k_200x200.jpg,10216,0,0,2024-10-11T00:05:22.947Z,
1307706808593645568,superpotsecret,SuperTopSecret 🐊🦍,https://pbs.twimg.com/profile_images/1859689528166055940/3YTDIOg-_200x200.jpg,9902,0,0,2024-08-30T04:57:56.634Z,
248626548,Gojo0x,Gojo0x,https://pbs.twimg.com/profile_images/1859853321198239745/2F6K7dz7_200x200.jpg,9755,0,0,2025-01-18T02:47:40.005Z,
1187719350662254592,DanDanicDan,Dan,https://pbs.twimg.com/profile_images/1919544773314285568/4D50PAiu_200x200.jpg,9467,0,0,2024-09-11T22:33:51.766Z,
147970072,iamgaurangdesai,gaurang.eth|.lens ᵍᵐ 🔮 🦇🔊 🌱 ᛤ,https://pbs.twimg.com/profile_images/1586974754325422080/1Ps_9fN0_200x200.png,9370,0,0,2024-09-11T22:48:23.942Z,
1517395366433361920,bryptobricks,jbjbjb,https://pbs.twimg.com/profile_images/1525308891021488133/c4lWBvHa_200x200.jpg,9096,0,0,2024-08-30T04:57:56.634Z,
1195576775193104384,theo2k2_,theo2k2,https://pbs.twimg.com/profile_images/1790213542643113984/YUXdLchG_200x200.jpg,8875,0,0,2024-09-11T22:15:15.082Z,
754343395519303680,flooksta,flooksta,https://pbs.twimg.com/profile_images/1790871603871666178/RWpLriVS_200x200.jpg,8082,0,0,2024-10-10T00:07:27.621Z,
1470601715720282112,ShibaTechnical,Shiba,https://pbs.twimg.com/profile_images/1921475704887324672/DxPlUZ_7_200x200.jpg,7670,0,0,2024-09-11T22:52:10.302Z,
2233822550,Lou_1722,Lou,https://pbs.twimg.com/profile_images/1921409702333751296/j0q1B_D__200x200.jpg,7657,0,0,2024-10-13T16:02:42.749Z,
1426266204918980612,0xHarassment,Harassment,https://pbs.twimg.com/profile_images/1775663276623343616/8wcOl33g_200x200.jpg,7562,0,0,2024-09-11T22:22:46.246Z,
1422667343222636547,wavelength777,David S,https://pbs.twimg.com/profile_images/1905824901740826624/38rsyGcc_200x200.jpg,7470,0,0,2024-09-11T22:18:45.422Z,
4356772342,ETH_Vincent,VincentEX.eth ♦️,https://pbs.twimg.com/profile_images/1634563271490695168/FySTbQkQ_200x200.jpg,7304,0,0,2024-09-11T22:35:17.050Z,
1493432856496205824,memegoai,MemeGo,https://pbs.twimg.com/profile_images/1916441956592562176/F4-V1-0i_200x200.jpg,7041,0,0,2024-09-11T22:28:53.554Z,
1410332253549477899,DopamineChaos,DopamineChaos,https://pbs.twimg.com/profile_images/1832032498957586432/fzRA-2El_200x200.jpg,6962,0,0,2024-09-11T22:34:41.734Z,
3362483146,JJangBang429,JJangBang.eth🧙‍♂️,https://pbs.twimg.com/profile_images/1778244127861133312/oQ6LC4g__200x200.jpg,6892,0,0,2024-09-11T22:40:53.350Z,
1567870363261960192,humilitynow,Todd Fine ⚠️,https://pbs.twimg.com/profile_images/1881040067528888320/I-CLacV0_200x200.jpg,6754,0,0,2024-09-11T22:39:19.001Z,
1517019938812178432,0xjunkim,Jun Kim,https://pbs.twimg.com/profile_images/1922307337781706756/z7fEzzDV_200x200.jpg,6621,0,0,2025-01-18T02:44:46.753Z,
